Province,Date,Cumulative confirmed cases,Confirmed cases per day,Cumulative death cases,Deaths per day,Cumulative hospitalizations cases,Hospitalizations per day,Mortality rate,Daily mortality rate,Cumulative Active Cases,Active Cases per day
Prince Edward Island,2020-04-06,22,0,0,0,0,0,0.0,0.0,22,0
Northwest Territories,2020-04-06,5,1,0,0,0,0,0.0,0.0,5,1
New Brunswick,2020-04-06,103,2,0,0,7,3,0.0,0.0,96,-1
Manitoba,2020-04-06,203,1,2,0,11,0,0.985,0.0,190,1
Yukon,2020-04-06,11,0,0,0,0,0,0.0,0.0,11,0
Saskatchewan,2020-04-06,252,7,3,0,4,0,1.19,0.0,245,7
Nunavut,2020-04-07,0,0,0,0,0,0,0.0,0.0,0,0
Northwest Territories,2020-04-07,5,0,0,0,0,0,0.0,0.0,5,0
Manitoba,2020-04-07,216,13,3,1,12,1,1.389,7.692,201,11
Yukon,2020-04-07,11,0,0,0,0,0,0.0,0.0,11,0
Alberta,2020-04-07,1358,53,26,2,51,2,1.915,3.774,1281,49
Prince Edward Island,2020-04-07,22,0,0,0,0,0,0.0,0.0,22,0
Ontario,2020-04-07,6057,458,264,35,630,27,4.359,7.642,5163,396
New Brunswick,2020-04-07,105,2,0,0,7,0,0.0,0.0,98,2
Saskatchewan,2020-04-07,263,11,3,0,7,3,1.141,0.0,253,8
Nova Scotia,2020-04-07,310,17,1,1,11,1,0.323,5.882,298,15
Northwest Territories,2020-04-08,5,0,0,0,0,0,0.0,0.0,5,0
Alberta,2020-04-08,1391,33,29,3,52,1,2.085,9.091,1310,29
Nunavut,2020-04-08,0,0,0,0,0,0,0.0,0.0,0,0
Saskatchewan,2020-04-08,270,7,3,0,8,1,1.111,0.0,259,6
Prince Edward Island,2020-04-08,24,2,0,0,0,0,0.0,0.0,24,2
Yukon,2020-04-08,11,0,0,0,0,0,0.0,0.0,11,0
Ontario,2020-04-08,6550,493,302,38,673,43,4.611,7.708,5575,412
Manitoba,2020-04-08,219,3,3,0,12,0,1.37,0.0,204,3
Nova Scotia,2020-04-08,342,32,1,0,11,0,0.292,0.0,330,32
Northwest Territories,2020-04-09,5,0,0,0,0,0,0.0,0.0,5,0
Nunavut,2020-04-09,0,0,0,0,0,0,0.0,0.0,0,0
Yukon,2020-04-09,11,0,0,0,0,0,0.0,0.0,11,0
Newfoundland and Labrador,2020-04-09,236,4,2,0,6,0,0.847,0.0,228,4
Saskatchewan,2020-04-09,276,6,3,0,8,0,1.087,0.0,265,6
Alberta,2020-04-09,1436,45,32,3,55,3,2.228,6.667,1349,39
Ontario,2020-04-09,7039,489,344,42,699,26,4.887,8.589,5996,421
Prince Edward Island,2020-04-09,25,1,0,0,0,0,0.0,0.0,25,1
New Brunswick,2020-04-10,112,1,0,0,5,0,0.0,0.0,107,1
Newfoundland and Labrador,2020-04-10,239,3,3,1,7,1,1.255,33.333,229,1
Nunavut,2020-04-10,0,0,0,0,0,0,0.0,0.0,0,0
Ontario,2020-04-10,7438,399,380,36,717,18,5.109,9.023,6341,345
Prince Edward Island,2020-04-10,25,0,0,0,0,0,0.0,0.0,25,0
Yukon,2020-04-10,11,0,0,0,0,0,0.0,0.0,11,0
Northwest Territories,2020-04-10,5,0,0,0,0,0,0.0,0.0,5,0
Saskatchewan,2020-04-10,281,5,3,0,8,0,1.068,0.0,270,5
Alberta,2020-04-10,1485,49,39,7,57,2,2.626,14.286,1389,40
British Columbia,2020-04-11,1457,19,58,3,134,6,3.981,15.789,1265,10
Nunavut,2020-04-11,0,0,0,0,0,0,0.0,0.0,0,0
Ontario,2020-04-11,7914,476,424,44,739,22,5.358,9.244,6751,410
Quebec,2020-04-11,10598,563,517,70,758,758,4.878,12.433,9323,-265
Prince Edward Island,2020-04-11,25,0,0,0,0,0,0.0,0.0,25,0
Alberta,2020-04-11,1550,65,40,1,58,1,2.581,1.538,1452,63
Saskatchewan,2020-04-11,288,7,4,1,8,0,1.389,14.286,276,6
New Brunswick,2020-04-11,112,0,0,0,5,0,0.0,0.0,107,0
Yukon,2020-04-11,11,0,0,0,0,0,0.0,0.0,11,0
Nova Scotia,2020-04-11,428,21,2,0,8,0,0.467,0.0,418,21
Northwest Territories,2020-04-11,5,0,0,0,0,0,0.0,0.0,5,0
Quebec,2020-04-12,11250,652,581,64,790,32,5.164,9.816,9879,556
Nunavut,2020-04-12,0,0,0,0,0,0,0.0,0.0,0,0
Ontario,2020-04-12,8464,550,471,47,758,19,5.565,8.545,7235,484
Newfoundland and Labrador,2020-04-12,242,1,3,0,7,1,1.24,0.0,232,0
New Brunswick,2020-04-12,114,2,0,0,7,2,0.0,0.0,107,0
British Columbia,2020-04-12,1475,18,58,0,134,0,3.932,0.0,1283,18
Prince Edward Island,2020-04-12,25,0,0,0,0,0,0.0,0.0,25,0
Alberta,2020-04-12,1618,68,44,4,58,0,2.719,5.882,1516,64
Northwest Territories,2020-04-12,5,0,0,0,0,0,0.0,0.0,5,0
Nova Scotia,2020-04-12,445,17,2,0,9,1,0.449,0.0,434,16
Manitoba,2020-04-12,239,0,4,0,8,0,1.674,0.0,227,0
Yukon,2020-04-12,11,0,0,0,0,0,0.0,0.0,11,0
British Columbia,2020-04-13,1503,28,69,11,137,3,4.591,39.286,1297,14
Yukon,2020-04-13,11,0,0,0,0,0,0.0,0.0,11,0
Saskatchewan,2020-04-13,293,1,4,0,8,1,1.365,0.0,281,0
Northwest Territories,2020-04-13,5,0,0,0,0,0,0.0,0.0,5,0
Quebec,2020-04-13,12069,819,661,80,830,40,5.477,9.768,10578,699
Prince Edward Island,2020-04-13,25,0,0,0,0,0,0.0,0.0,25,0
Ontario,2020-04-13,9063,599,520,49,771,13,5.738,8.18,7772,537
Newfoundland and Labrador,2020-04-13,244,2,3,0,8,1,1.23,0.0,233,1
Nunavut,2020-04-13,0,0,0,0,0,0,0.0,0.0,0,0
Nova Scotia,2020-04-13,474,29,3,1,9,0,0.633,3.448,462,28
Manitoba,2020-04-13,241,2,4,0,8,0,1.66,0.0,229,2
Prince Edward Island,2020-04-14,25,0,0,0,0,0,0.0,0.0,25,0
Quebec,2020-04-14,12928,859,750,89,891,61,5.801,10.361,11287,709
Northwest Territories,2020-04-14,5,0,0,0,0,0,0.0,0.0,5,0
Newfoundland and Labrador,2020-04-14,244,0,3,0,8,0,1.23,0.0,233,0
Yukon,2020-04-14,11,0,0,0,0,0,0.0,0.0,11,0
Ontario,2020-04-14,9621,558,564,44,783,12,5.862,7.885,8274,502
Alberta,2020-04-14,1812,126,48,2,58,1,2.649,1.587,1706,123
New Brunswick,2020-04-14,116,0,0,0,5,0,0.0,0.0,111,0
Nova Scotia,2020-04-14,517,43,3,0,10,1,0.58,0.0,504,42
Manitoba,2020-04-14,241,0,4,0,9,1,1.66,0.0,228,-1
Nunavut,2020-04-14,0,0,0,0,0,0,0.0,0.0,0,0
Quebec,2020-04-15,13979,1051,836,86,927,36,5.98,8.183,12216,929
Prince Edward Island,2020-04-15,26,1,0,0,0,0,0.0,0.0,26,1
Ontario,2020-04-15,10240,619,624,60,805,22,6.094,9.693,8811,537
New Brunswick,2020-04-15,117,1,0,0,5,0,0.0,0.0,112,1
Yukon,2020-04-15,11,0,0,0,0,0,0.0,0.0,11,0
Manitoba,2020-04-15,244,3,5,1,9,0,2.049,33.333,230,2
Newfoundland and Labrador,2020-04-15,247,3,3,0,8,0,1.215,0.0,236,3
Nunavut,2020-04-15,0,0,0,0,0,0,0.0,0.0,0,0
Northwest Territories,2020-04-15,5,0,0,0,0,0,0.0,0.0,5,0
Saskatchewan,2020-04-15,297,1,4,0,8,1,1.347,0.0,285,0
Ontario,2020-04-16,10819,579,680,56,806,1,6.285,9.672,9333,522
Prince Edward Island,2020-04-16,26,0,0,0,0,0,0.0,0.0,26,0
Nunavut,2020-04-16,0,0,0,0,0,0,0.0,0.0,0,0
Nova Scotia,2020-04-16,579,30,3,0,11,2,0.518,0.0,565,28
Northwest Territories,2020-04-16,5,0,0,0,0,0,0.0,0.0,5,0
Alberta,2020-04-16,2091,146,50,2,64,7,2.391,1.37,1977,137
New Brunswick,2020-04-16,117,0,0,0,6,1,0.0,0.0,111,-1
Yukon,2020-04-16,11,0,0,0,0,0,0.0,0.0,11,0
Quebec,2020-04-16,14861,882,924,88,975,48,6.218,9.977,12962,746
Yukon,2020-04-17,12,1,0,0,0,0,0.0,0.0,12,1
Alberta,2020-04-17,2304,213,50,0,70,6,2.17,0.0,2184,207
Nova Scotia,2020-04-17,606,27,4,1,11,0,0.66,3.704,591,26
Quebec,2020-04-17,15722,861,1009,85,1018,43,6.418,9.872,13695,733
Northwest Territories,2020-04-17,5,0,0,0,0,0,0.0,0.0,5,0
Manitoba,2020-04-17,249,1,5,0,8,0,2.008,0.0,236,1
Nunavut,2020-04-17,0,0,0,0,0,0,0.0,0.0,0,0
Prince Edward Island,2020-04-17,26,0,0,0,0,0,0.0,0.0,26,0
Ontario,2020-04-17,11571,752,734,54,811,5,6.343,7.181,10026,693
Newfoundland and Labrador,2020-04-17,256,4,3,0,7,0,1.172,0.0,246,4
Ontario,2020-04-18,12171,600,790,56,819,8,6.491,9.333,10562,536
Alberta,2020-04-18,2491,187,51,1,75,5,2.047,0.535,2365,181
Nova Scotia,2020-04-18,649,43,7,3,11,0,1.079,6.977,631,40
Northwest Territories,2020-04-18,5,0,0,0,0,0,0.0,0.0,5,0
Quebec,2020-04-18,16555,833,1088,79,1072,54,6.572,9.484,14395,700
New Brunswick,2020-04-18,118,1,0,0,5,0,0.0,0.0,113,1
Prince Edward Island,2020-04-18,26,0,0,0,0,0,0.0,0.0,26,0
Nunavut,2020-04-18,0,0,0,0,0,0,0.0,0.0,0,0
Yukon,2020-04-18,14,2,0,0,0,0,0.0,0.0,14,2
Manitoba,2020-04-19,256,2,5,0,8,1,1.953,0.0,243,1
British Columbia,2020-04-19,1676,21,81,0,115,0,4.833,0.0,1480,21
Nunavut,2020-04-19,0,0,0,0,0,0,0.0,0.0,0,0
Quebec,2020-04-19,17241,686,1180,92,1100,28,6.844,13.411,14961,566
New Brunswick,2020-04-19,118,0,0,0,5,0,0.0,0.0,113,0
Northwest Territories,2020-04-19,5,0,0,0,0,0,0.0,0.0,5,0
Newfoundland and Labrador,2020-04-19,256,0,3,0,6,0,1.172,0.0,247,0
Nova Scotia,2020-04-19,675,26,9,2,11,0,1.333,7.692,655,24
Yukon,2020-04-19,14,0,0,0,0,0,0.0,0.0,14,0
Prince Edward Island,2020-04-19,26,0,0,0,0,0,0.0,0.0,26,0
Ontario,2020-04-19,12765,594,875,85,849,30,6.855,14.31,11041,479
New Brunswick,2020-04-20,118,0,0,0,5,0,0.0,0.0,113,0
Yukon,2020-04-20,14,0,0,0,0,0,0.0,0.0,14,0
Manitoba,2020-04-20,257,1,5,0,8,0,1.946,0.0,244,1
Saskatchewan,2020-04-20,312,4,4,0,4,0,1.282,0.0,304,4
Northwest Territories,2020-04-20,5,0,0,0,0,0,0.0,0.0,5,0
Prince Edward Island,2020-04-20,26,0,0,0,0,0,0.0,0.0,26,0
Alberta,2020-04-20,2875,183,59,4,78,6,2.052,2.186,2738,173
Ontario,2020-04-20,13379,614,931,56,854,5,6.959,9.121,11594,553
Newfoundland and Labrador,2020-04-20,256,0,3,0,6,0,1.172,0.0,247,0
Nunavut,2020-04-20,0,0,0,0,0,0,0.0,0.0,0,0
Quebec,2020-04-20,17897,656,1290,110,1168,68,7.208,16.768,15439,478
Nova Scotia,2020-04-20,721,46,9,0,12,1,1.248,0.0,700,45
Ontario,2020-04-21,13901,522,996,65,861,7,7.165,12.452,12044,450
Nunavut,2020-04-21,0,0,0,0,0,0,0.0,0.0,0,0
New Brunswick,2020-04-21,118,0,0,0,5,0,0.0,0.0,113,0
Yukon,2020-04-21,14,0,0,0,0,0,0.0,0.0,14,0
Newfoundland and Labrador,2020-04-21,256,0,3,0,6,0,1.172,0.0,247,0
Northwest Territories,2020-04-21,5,0,0,0,0,0,0.0,0.0,5,0
Quebec,2020-04-21,18596,699,1388,98,1223,55,7.464,14.02,15985,546
Alberta,2020-04-21,3139,264,61,2,79,1,1.943,0.758,2999,261
Saskatchewan,2020-04-21,318,6,4,0,5,1,1.258,0.0,309,5
Prince Edward Island,2020-04-21,26,0,0,0,0,0,0.0,0.0,26,0
British Columbia,2020-04-21,1773,53,87,1,109,5,4.907,1.887,1577,47
Manitoba,2020-04-22,258,0,6,0,7,0,2.326,0.0,245,0
Newfoundland and Labrador,2020-04-22,256,0,3,0,6,0,1.172,0.0,247,0
Saskatchewan,2020-04-22,322,4,4,0,5,0,1.242,0.0,313,4
New Brunswick,2020-04-22,118,0,0,0,5,0,0.0,0.0,113,0
Nunavut,2020-04-22,0,0,0,0,0,0,0.0,0.0,0,0
Ontario,2020-04-22,14449,548,1063,67,917,56,7.357,12.226,12469,425
Yukon,2020-04-22,14,0,0,0,0,0,0.0,0.0,14,0
Quebec,2020-04-22,19264,668,1495,107,1276,53,7.761,16.018,16493,508
Northwest Territories,2020-04-22,5,0,0,0,0,0,0.0,0.0,5,0
Prince Edward Island,2020-04-22,26,0,0,0,0,0,0.0,0.0,26,0
New Brunswick,2020-04-23,118,0,0,0,5,0,0.0,0.0,113,0
Prince Edward Island,2020-04-23,26,0,0,0,0,0,0.0,0.0,26,0
Northwest Territories,2020-04-23,5,0,0,0,0,0,0.0,0.0,5,0
British Columbia,2020-04-23,1865,61,94,4,103,0,5.04,6.557,1668,57
Nova Scotia,2020-04-23,827,55,16,4,10,0,1.935,7.273,801,51
Manitoba,2020-04-23,261,3,6,0,7,0,2.299,0.0,248,3
Quebec,2020-04-23,20059,795,1597,102,1410,134,7.962,12.83,17052,559
Ontario,2020-04-23,14960,511,1122,59,928,11,7.5,11.546,12910,441
Yukon,2020-04-23,14,0,0,0,0,0,0.0,0.0,14,0
Alberta,2020-04-23,3773,340,68,2,83,6,1.802,0.588,3622,332
Nunavut,2020-04-23,0,0,0,0,0,0,0.0,0.0,0,0
Saskatchewan,2020-04-23,332,10,4,0,6,1,1.205,0.0,322,9
Ontario,2020-04-24,15392,432,1184,62,946,18,7.692,14.352,13262,352
Nova Scotia,2020-04-24,850,23,16,0,11,1,1.882,0.0,823,22
Nunavut,2020-04-24,0,0,0,0,0,0,0.0,0.0,0,0
Newfoundland and Labrador,2020-04-24,256,0,3,0,5,0,1.172,0.0,248,0
Northwest Territories,2020-04-24,5,0,0,0,0,0,0.0,0.0,5,0
Prince Edward Island,2020-04-24,26,0,0,0,0,0,0.0,0.0,26,0
Manitoba,2020-04-24,263,2,6,0,7,0,2.281,0.0,250,2
Yukon,2020-04-24,14,0,0,0,0,0,0.0,0.0,14,0
Quebec,2020-04-24,20800,741,1711,114,1460,50,8.226,15.385,17629,577
Alberta,2020-04-24,4005,232,72,4,84,1,1.798,1.724,3849,227
Manitoba,2020-04-25,266,3,6,0,7,0,2.256,0.0,253,3
Prince Edward Island,2020-04-25,26,0,0,0,0,0,0.0,0.0,26,0
Newfoundland and Labrador,2020-04-25,257,1,3,0,5,0,1.167,0.0,249,1
Nova Scotia,2020-04-25,865,15,22,6,11,0,2.543,40.0,832,9
Yukon,2020-04-25,14,0,0,0,0,0,0.0,0.0,14,0
Alberta,2020-04-25,4227,222,73,1,88,4,1.727,0.45,4066,217
New Brunswick,2020-04-25,118,0,0,0,4,0,0.0,0.0,114,0
Northwest Territories,2020-04-25,5,0,0,0,0,0,0.0,0.0,5,0
Quebec,2020-04-25,21575,775,1811,100,1505,45,8.394,12.903,18259,630
Nunavut,2020-04-25,0,0,0,0,0,0,0.0,0.0,0,0
Ontario,2020-04-25,15819,427,1252,68,949,3,7.915,15.925,13618,356
British Columbia,2020-04-25,1965,32,100,2,96,0,5.089,6.25,1769,30
Manitoba,2020-04-26,270,4,6,0,8,1,2.222,0.0,256,3
Prince Edward Island,2020-04-26,26,0,0,0,0,0,0.0,0.0,26,0
Northwest Territories,2020-04-26,5,0,0,0,0,0,0.0,0.0,5,0
New Brunswick,2020-04-26,118,0,0,0,4,0,0.0,0.0,114,0
Quebec,2020-04-26,22250,675,1929,118,1516,11,8.67,17.481,18805,546
Nunavut,2020-04-26,0,0,0,0,0,0,0.0,0.0,0,0
British Columbia,2020-04-26,1991,26,100,0,96,0,5.023,0.0,1795,26
Ontario,2020-04-26,16186,367,1315,63,964,15,8.124,17.166,13907,289
Newfoundland and Labrador,2020-04-26,258,1,3,0,5,0,1.163,0.0,250,1
Saskatchewan,2020-04-26,357,12,4,0,5,1,1.12,0.0,348,11
Nova Scotia,2020-04-26,873,8,24,2,13,2,2.749,25.0,836,4
Yukon,2020-04-26,14,0,0,0,0,0,0.0,0.0,14,0
Alberta,2020-04-26,4430,203,73,0,89,1,1.648,0.0,4268,202
Northwest Territories,2020-04-27,5,0,0,0,0,0,0.0,0.0,5,0
British Columbia,2020-04-27,2047,56,103,3,97,1,5.032,5.357,1847,52
Saskatchewan,2020-04-27,358,1,5,1,7,2,1.397,100.0,346,-2
Prince Edward Island,2020-04-27,26,0,0,0,0,0,0.0,0.0,26,0
Yukon,2020-04-27,14,0,0,0,0,0,0.0,0.0,14,0
Quebec,2020-04-27,22853,603,2040,111,1538,22,8.927,18.408,19275,470
Ontario,2020-04-27,16666,480,1382,67,989,25,8.292,13.958,14295,388
Newfoundland and Labrador,2020-04-27,258,0,3,0,5,0,1.163,0.0,250,0
Nunavut,2020-04-27,0,0,0,0,0,0,0.0,0.0,0,0
Alberta,2020-04-27,4608,178,75,2,96,7,1.628,1.124,4437,169
Alberta,2020-04-28,4856,248,80,5,99,3,1.647,2.016,4677,240
Prince Edward Island,2020-04-28,27,1,0,0,0,0,0.0,0.0,27,1
Quebec,2020-04-28,23543,690,2149,109,1619,81,9.128,15.797,19775,500
Yukon,2020-04-28,14,0,0,0,0,0,0.0,0.0,14,0
Ontario,2020-04-28,17083,417,1430,48,1009,20,8.371,11.511,14644,349
Saskatchewan,2020-04-28,375,17,5,0,8,1,1.333,0.0,362,16
Manitoba,2020-04-28,273,2,6,0,7,0,2.198,0.0,260,2
Nova Scotia,2020-04-28,915,15,27,3,12,0,2.951,20.0,876,12
Nunavut,2020-04-28,0,0,0,0,0,0,0.0,0.0,0,0
Northwest Territories,2020-04-28,5,0,0,0,0,0,0.0,0.0,5,0
Quebec,2020-04-29,24350,807,2282,133,1645,26,9.372,16.481,20423,648
Saskatchewan,2020-04-29,381,6,6,1,10,2,1.575,16.667,365,3
Yukon,2020-04-29,14,0,0,0,0,0,0.0,0.0,14,0
New Brunswick,2020-04-29,118,0,0,0,1,0,0.0,0.0,117,0
Ontario,2020-04-29,17489,406,1497,67,1030,21,8.56,16.502,14962,318
Northwest Territories,2020-04-29,5,0,0,0,0,0,0.0,0.0,5,0
Prince Edward Island,2020-04-29,27,0,0,0,0,0,0.0,0.0,27,0
Newfoundland and Labrador,2020-04-29,258,0,3,0,4,0,1.163,0.0,251,0
Alberta,2020-04-29,5087,231,87,7,102,3,1.71,3.03,4898,221
Nunavut,2020-04-29,0,0,0,0,0,0,0.0,0.0,0,0
Northwest Territories,2020-04-30,5,0,0,0,0,0,0.0,0.0,5,0
Newfoundland and Labrador,2020-04-30,258,0,3,0,4,0,1.163,0.0,251,0
Manitoba,2020-04-30,274,1,6,0,5,0,2.19,0.0,263,1
Yukon,2020-04-30,14,0,0,0,0,0,0.0,0.0,14,0
Nunavut,2020-04-30,0,0,0,0,0,0,0.0,0.0,0,0
Alberta,2020-04-30,5309,222,89,2,109,7,1.676,0.901,5111,213
Quebec,2020-04-30,25197,847,2415,133,1677,32,9.584,15.702,21105,682
Prince Edward Island,2020-04-30,27,0,0,0,0,0,0.0,0.0,27,0
Saskatchewan,2020-04-30,406,25,6,0,10,0,1.478,0.0,390,25
Prince Edward Island,2020-05-01,27,0,0,0,0,0,0.0,0.0,27,0
Ontario,2020-05-01,18386,488,1622,63,1014,25,8.822,12.91,15750,400
Newfoundland and Labrador,2020-05-01,259,1,3,0,4,0,1.158,0.0,252,1
Manitoba,2020-05-01,278,4,6,0,5,0,2.158,0.0,267,4
Quebec,2020-05-01,26007,810,2534,119,1709,32,9.744,14.691,21764,659
Nova Scotia,2020-05-01,959,12,29,1,10,0,3.024,8.333,920,11
New Brunswick,2020-05-01,118,0,0,0,0,0,0.0,0.0,118,0
Yukon,2020-05-01,14,0,0,0,0,0,0.0,0.0,14,0
Northwest Territories,2020-05-01,5,0,0,0,0,0,0.0,0.0,5,0
Nunavut,2020-05-01,0,0,0,0,0,0,0.0,0.0,0,0
Saskatchewan,2020-05-01,412,6,6,0,10,0,1.456,0.0,396,6
Alberta,2020-05-01,5450,141,92,3,112,3,1.688,2.128,5246,135
Saskatchewan,2020-05-02,424,12,6,0,12,2,1.415,0.0,406,10
Quebec,2020-05-02,26851,844,2653,119,1731,22,9.88,14.1,22467,703
Yukon,2020-05-02,14,0,0,0,0,0,0.0,0.0,14,0
Northwest Territories,2020-05-02,5,0,0,0,0,0,0.0,0.0,5,0
Nunavut,2020-05-02,0,0,0,0,0,0,0.0,0.0,0,0
Ontario,2020-05-02,18719,333,1672,50,1014,0,8.932,15.015,16033,283
New Brunswick,2020-05-02,118,0,0,0,0,0,0.0,0.0,118,0
Manitoba,2020-05-02,279,1,6,0,6,1,2.151,0.0,267,0
Newfoundland and Labrador,2020-05-02,259,0,3,0,4,0,1.158,0.0,252,0
Prince Edward Island,2020-05-02,27,0,0,0,0,0,0.0,0.0,27,0
Yukon,2020-05-03,14,0,0,0,0,0,0.0,0.0,14,0
Alberta,2020-05-03,5632,70,95,1,109,1,1.687,1.429,5428,68
New Brunswick,2020-05-03,118,0,0,0,0,0,0.0,0.0,118,0
Ontario,2020-05-03,19060,341,1745,73,1057,43,9.155,21.408,16258,225
British Columbia,2020-05-03,2208,17,114,0,72,0,5.163,0.0,2022,17
Prince Edward Island,2020-05-03,27,0,0,0,0,0,0.0,0.0,27,0
Saskatchewan,2020-05-03,458,34,6,0,14,2,1.31,0.0,438,32
Northwest Territories,2020-05-03,5,0,0,0,0,0,0.0,0.0,5,0
Newfoundland and Labrador,2020-05-03,259,0,3,0,4,0,1.158,0.0,252,0
Nunavut,2020-05-03,0,0,0,0,0,0,0.0,0.0,0,0
Quebec,2020-05-03,27608,757,2767,114,1748,17,10.022,15.059,23093,626
Newfoundland and Labrador,2020-05-04,259,0,3,0,4,0,1.158,0.0,252,0
New Brunswick,2020-05-04,118,0,0,0,0,0,0.0,0.0,118,0
Northwest Territories,2020-05-04,5,0,0,0,0,0,0.0,0.0,5,0
Alberta,2020-05-04,5710,78,104,9,110,1,1.821,11.538,5496,68
Yukon,2020-05-04,14,0,0,0,0,0,0.0,0.0,14,0
Manitoba,2020-05-04,280,0,6,0,5,0,2.143,0.0,269,0
Prince Edward Island,2020-05-04,27,0,0,0,0,0,0.0,0.0,27,0
British Columbia,2020-05-04,2231,23,117,3,77,5,5.244,13.043,2037,15
Ontario,2020-05-04,19394,334,1791,46,1059,2,9.235,13.772,16544,286
Nova Scotia,2020-05-04,985,14,38,1,6,0,3.858,7.143,941,13
Quebec,2020-05-04,28339,731,2865,98,1765,17,10.11,13.406,23709,616
Nunavut,2020-05-04,0,0,0,0,0,0,0.0,0.0,0,0
Nunavut,2020-05-05,0,0,0,0,0,0,0.0,0.0,0,0
Northwest Territories,2020-05-05,5,0,0,0,0,0,0.0,0.0,5,0
Newfoundland and Labrador,2020-05-05,259,0,3,0,4,0,1.158,0.0,252,0
Nova Scotia,2020-05-05,991,6,41,3,6,0,4.137,50.0,944,3
Yukon,2020-05-05,14,0,0,0,0,0,0.0,0.0,14,0
British Columbia,2020-05-05,2255,24,121,4,78,1,5.366,16.667,2056,19
Quebec,2020-05-05,28908,569,2974,109,1817,52,10.288,19.156,24117,408
Saskatchewan,2020-05-05,507,27,6,0,13,2,1.183,0.0,488,25
Prince Edward Island,2020-05-05,27,0,0,0,0,0,0.0,0.0,27,0
New Brunswick,2020-05-05,119,1,0,0,0,0,0.0,0.0,119,1
New Brunswick,2020-05-06,120,1,0,0,0,0,0.0,0.0,120,1
Prince Edward Island,2020-05-06,27,0,0,0,0,0,0.0,0.0,27,0
Quebec,2020-05-06,29752,844,3059,85,1834,17,10.282,10.071,24859,742
Alberta,2020-05-06,5837,65,112,6,110,1,1.919,9.231,5615,58
Northwest Territories,2020-05-06,5,0,0,0,0,0,0.0,0.0,5,0
Manitoba,2020-05-06,283,2,7,0,5,1,2.473,0.0,271,1
Nunavut,2020-05-06,0,0,0,0,0,0,0.0,0.0,0,0
Newfoundland and Labrador,2020-05-06,259,0,3,0,4,0,1.158,0.0,252,0
Yukon,2020-05-06,14,0,0,0,0,0,0.0,0.0,14,0
Saskatchewan,2020-05-06,522,15,6,0,13,0,1.149,0.0,503,15
Nova Scotia,2020-05-07,1007,9,44,3,5,0,4.369,33.333,958,6
Ontario,2020-05-07,20465,306,1916,43,1055,3,9.362,14.052,17494,260
British Columbia,2020-05-07,2295,24,126,2,76,2,5.49,8.333,2093,20
Manitoba,2020-05-07,283,0,7,0,5,0,2.473,0.0,271,0
Prince Edward Island,2020-05-07,27,0,0,0,0,0,0.0,0.0,27,0
Northwest Territories,2020-05-07,5,0,0,0,0,0,0.0,0.0,5,0
New Brunswick,2020-05-07,120,0,0,0,0,0,0.0,0.0,120,0
Nunavut,2020-05-07,0,0,0,0,0,0,0.0,0.0,0,0
Yukon,2020-05-07,14,0,0,0,0,0,0.0,0.0,14,0
Newfoundland and Labrador,2020-05-07,260,1,3,0,4,0,1.154,0.0,253,1
Northwest Territories,2020-05-08,5,0,0,0,0,0,0.0,0.0,5,0
Newfoundland and Labrador,2020-05-08,260,0,3,0,4,0,1.154,0.0,253,0
Nova Scotia,2020-05-08,1008,1,46,2,5,0,4.563,200.0,957,-1
New Brunswick,2020-05-08,120,0,0,0,0,0,0.0,0.0,120,0
Yukon,2020-05-08,14,0,0,0,0,0,0.0,0.0,14,0
Manitoba,2020-05-08,284,1,7,0,5,0,2.465,0.0,272,1
Alberta,2020-05-08,6001,77,115,1,109,2,1.916,1.299,5777,74
Prince Edward Island,2020-05-08,27,0,0,0,0,0,0.0,0.0,27,0
Saskatchewan,2020-05-08,542,7,6,0,19,7,1.107,0.0,517,0
Nunavut,2020-05-08,0,0,0,0,0,0,0.0,0.0,0,0
Nova Scotia,2020-05-09,1011,3,47,1,7,2,4.649,33.333,957,0
Newfoundland and Labrador,2020-05-09,260,0,3,0,4,0,1.154,0.0,253,0
New Brunswick,2020-05-09,120,0,0,0,0,0,0.0,0.0,120,0
Prince Edward Island,2020-05-09,27,0,0,0,0,0,0.0,0.0,27,0
Quebec,2020-05-09,32108,692,3332,83,1826,4,10.377,11.994,26950,605
Yukon,2020-05-09,14,0,0,0,0,0,0.0,0.0,14,0
Northwest Territories,2020-05-09,5,0,0,0,0,0,0.0,0.0,5,0
Nunavut,2020-05-09,0,0,0,0,0,0,0.0,0.0,0,0
Ontario,2020-05-09,21073,310,1993,39,1054,61,9.458,12.581,18026,210
Prince Edward Island,2020-05-10,27,0,0,0,0,0,0.0,0.0,27,0
Newfoundland and Labrador,2020-05-10,260,0,3,0,4,0,1.154,0.0,253,0
Manitoba,2020-05-10,287,2,7,0,4,0,2.439,0.0,276,2
Yukon,2020-05-10,14,0,0,0,0,0,0.0,0.0,14,0
Northwest Territories,2020-05-10,5,0,0,0,0,0,0.0,0.0,5,0
New Brunswick,2020-05-10,120,0,0,0,0,0,0.0,0.0,120,0
Nunavut,2020-05-10,0,0,0,0,0,0,0.0,0.0,0,0
British Columbia,2020-05-10,2334,13,129,0,69,0,5.527,0.0,2136,13
Nova Scotia,2020-05-10,1018,7,47,0,9,2,4.617,0.0,962,5
Nova Scotia,2020-05-11,1019,1,48,1,9,0,4.711,100.0,962,0
