Province,Date,Sex,Age,Cummulative number of people (Vaccinedose1)
Nova Scotia,2/13/2022,All sexes,80+,51231
Nova Scotia,2/13/2022,All sexes,All ages,891327
Nova Scotia,2/13/2022,All sexes,Not reported,0
Nova Scotia,2/13/2022,All sexes,Unknown,0
Nova Scotia,2/13/2022,f,0–4,3
Nova Scotia,2/13/2022,f,05–11,22032
Nova Scotia,2/13/2022,f,12–17,26365
Nova Scotia,2/13/2022,f,18–29,67628
Nova Scotia,2/13/2022,f,30–39,59713
Nova Scotia,2/13/2022,f,40–49,58651
Nova Scotia,2/13/2022,f,50–59,69803
Nova Scotia,2/13/2022,f,60–69,74343
Nova Scotia,2/13/2022,f,70–79,52330
Nova Scotia,2/13/2022,f,80+,30363
Nova Scotia,2/13/2022,f,All ages,461231
Nova Scotia,2/13/2022,f,Not reported,0
Nova Scotia,2/13/2022,f,Unknown,0
Nova Scotia,2/13/2022,m,0–4,3
Nova Scotia,2/13/2022,m,05–11,22770
Nova Scotia,2/13/2022,m,12–17,27503
Nova Scotia,2/13/2022,m,18–29,67432
Nova Scotia,2/13/2022,m,30–39,56144
Nova Scotia,2/13/2022,m,40–49,53914
Nova Scotia,2/13/2022,m,50–59,64884
Nova Scotia,2/13/2022,m,60–69,69263
Nova Scotia,2/13/2022,m,70–79,47242
Nova Scotia,2/13/2022,m,80+,20867
Nova Scotia,2/13/2022,m,All ages,430022
Nova Scotia,2/13/2022,m,Not reported,0
Nova Scotia,2/13/2022,m,Unknown,0
Nova Scotia,2/13/2022,Other,0–4,0
Nova Scotia,2/13/2022,Other,05–11,0
Nova Scotia,2/13/2022,Other,12–17,1
Nova Scotia,2/13/2022,Other,18–29,5
Nova Scotia,2/13/2022,Other,30–39,0
Nova Scotia,2/13/2022,Other,40–49,0
Nova Scotia,2/13/2022,Other,50–59,0
Nova Scotia,2/13/2022,Other,60–69,0
Nova Scotia,2/13/2022,Other,70–79,0
Nova Scotia,2/13/2022,Other,80+,0
Nova Scotia,2/13/2022,Other,All ages,6
Nova Scotia,2/13/2022,Other,Not reported,0
Nova Scotia,2/13/2022,Other,Unknown,0
Nova Scotia,2/13/2022,Unknown,0–4,0
Nova Scotia,2/13/2022,Unknown,05–11,0
Nova Scotia,2/13/2022,Unknown,12–17,14
Nova Scotia,2/13/2022,Unknown,18–29,32
Nova Scotia,2/13/2022,Unknown,30–39,4
Nova Scotia,2/13/2022,Unknown,40–49,6
Nova Scotia,2/13/2022,Unknown,50–59,7
Nova Scotia,2/13/2022,Unknown,60–69,4
Nova Scotia,2/13/2022,Unknown,70–79,0
Nova Scotia,2/13/2022,Unknown,80+,1
Nova Scotia,2/13/2022,Unknown,All ages,68
Nova Scotia,2/13/2022,Unknown,Not reported,0
Nova Scotia,2/13/2022,Unknown,Unknown,0
Nova Scotia,2/13/2022,Not reported,0–4,0
Nova Scotia,2/13/2022,Not reported,05–11,0
Nova Scotia,2/13/2022,Not reported,12–17,0
Nova Scotia,2/13/2022,Not reported,18–29,0
Nova Scotia,2/13/2022,Not reported,30–39,0
Nova Scotia,2/13/2022,Not reported,40–49,0
Nova Scotia,2/13/2022,Not reported,50–59,0
Nova Scotia,2/13/2022,Not reported,60–69,0
Nova Scotia,2/13/2022,Not reported,70–79,0
Nova Scotia,2/13/2022,Not reported,80+,0
Nova Scotia,2/13/2022,Not reported,All ages,0
Nova Scotia,2/13/2022,Not reported,Not reported,0
Nova Scotia,2/13/2022,Not reported,Unknown,0
New Brunswick,2/13/2022,All sexes,0–4,0
New Brunswick,2/13/2022,All sexes,05–11,32205
New Brunswick,2/13/2022,All sexes,12–17,43722
New Brunswick,2/13/2022,All sexes,18–29,97762
New Brunswick,2/13/2022,All sexes,30–39,84519
New Brunswick,2/13/2022,All sexes,40–49,92198
New Brunswick,2/13/2022,All sexes,50–59,107807
New Brunswick,2/13/2022,All sexes,60–69,115317
New Brunswick,2/13/2022,All sexes,70–79,80593
New Brunswick,2/13/2022,All sexes,80+,41707
New Brunswick,2/13/2022,All sexes,All ages,696029
New Brunswick,2/13/2022,All sexes,Not reported,0
New Brunswick,2/13/2022,All sexes,Unknown,199
New Brunswick,2/13/2022,f,0–4,0
New Brunswick,2/13/2022,f,05–11,15980
New Brunswick,2/13/2022,f,12–17,21658
New Brunswick,2/13/2022,f,18–29,48611
New Brunswick,2/13/2022,f,30–39,43560
New Brunswick,2/13/2022,f,40–49,47774
New Brunswick,2/13/2022,f,50–59,54945
New Brunswick,2/13/2022,f,60–69,59219
New Brunswick,2/13/2022,f,70–79,41703
New Brunswick,2/13/2022,f,80+,24495
New Brunswick,2/13/2022,f,All ages,357945
New Brunswick,2/13/2022,f,Not reported,0
New Brunswick,2/13/2022,f,Unknown,0
New Brunswick,2/13/2022,m,0–4,0
New Brunswick,2/13/2022,m,05–11,16209
New Brunswick,2/13/2022,m,12–17,22044
New Brunswick,2/13/2022,m,18–29,49109
New Brunswick,2/13/2022,m,30–39,40953
New Brunswick,2/13/2022,m,40–49,44424
New Brunswick,2/13/2022,m,50–59,52857
New Brunswick,2/13/2022,m,60–69,56098
New Brunswick,2/13/2022,m,70–79,38883
New Brunswick,2/13/2022,m,80+,17205
New Brunswick,2/13/2022,m,All ages,337782
New Brunswick,2/13/2022,m,Not reported,0
New Brunswick,2/13/2022,m,Unknown,0
New Brunswick,2/13/2022,Other,0–4,0
New Brunswick,2/13/2022,Other,05–11,0
New Brunswick,2/13/2022,Other,12–17,0
New Brunswick,2/13/2022,Other,18–29,5
New Brunswick,2/13/2022,Other,30–39,0
New Brunswick,2/13/2022,Other,40–49,0
New Brunswick,2/13/2022,Other,50–59,0
New Brunswick,2/13/2022,Other,60–69,0
New Brunswick,2/13/2022,Other,70–79,0
New Brunswick,2/13/2022,Other,80+,0
New Brunswick,2/13/2022,Other,All ages,5
New Brunswick,2/13/2022,Other,Not reported,0
New Brunswick,2/13/2022,Other,Unknown,0
New Brunswick,2/13/2022,Unknown,0–4,0
New Brunswick,2/13/2022,Unknown,05–11,16
New Brunswick,2/13/2022,Unknown,12–17,20
New Brunswick,2/13/2022,Unknown,18–29,37
New Brunswick,2/13/2022,Unknown,30–39,6
New Brunswick,2/13/2022,Unknown,40–49,0
New Brunswick,2/13/2022,Unknown,50–59,5
New Brunswick,2/13/2022,Unknown,60–69,0
New Brunswick,2/13/2022,Unknown,70–79,7
New Brunswick,2/13/2022,Unknown,80+,7
New Brunswick,2/13/2022,Unknown,All ages,297
New Brunswick,2/13/2022,Unknown,Not reported,0
New Brunswick,2/13/2022,Unknown,Unknown,199
New Brunswick,2/13/2022,Not reported,0–4,0
New Brunswick,2/13/2022,Not reported,05–11,0
New Brunswick,2/13/2022,Not reported,12–17,0
New Brunswick,2/13/2022,Not reported,18–29,0
New Brunswick,2/13/2022,Not reported,30–39,0
New Brunswick,2/13/2022,Not reported,40–49,0
New Brunswick,2/13/2022,Not reported,50–59,0
New Brunswick,2/13/2022,Not reported,60–69,0
New Brunswick,2/13/2022,Not reported,70–79,0
New Brunswick,2/13/2022,Not reported,80+,0
New Brunswick,2/13/2022,Not reported,All ages,0
New Brunswick,2/13/2022,Not reported,Not reported,0
New Brunswick,2/13/2022,Not reported,Unknown,0
Quebec,2/13/2022,All sexes,0–4,191
Quebec,2/13/2022,All sexes,05–11,406062
Quebec,2/13/2022,All sexes,12–17,486818
Quebec,2/13/2022,All sexes,18–29,1074796
Quebec,2/13/2022,All sexes,30–39,1003832
Quebec,2/13/2022,All sexes,40–49,1026709
Quebec,2/13/2022,All sexes,50–59,1049753
Quebec,2/13/2022,All sexes,60–69,1121041
Quebec,2/13/2022,All sexes,70–79,775594
Quebec,2/13/2022,All sexes,80+,423929
Quebec,2/13/2022,All sexes,All ages,7368725
Quebec,2/13/2022,All sexes,Not reported,0
Quebec,2/13/2022,All sexes,Unknown,0
Quebec,2/13/2022,f,0–4,95
Quebec,2/13/2022,f,05–11,198787
Quebec,2/13/2022,f,12–17,238917
Quebec,2/13/2022,f,18–29,533967
Quebec,2/13/2022,f,30–39,503575
Quebec,2/13/2022,f,40–49,512204
Quebec,2/13/2022,f,50–59,523688
Quebec,2/13/2022,f,60–69,569833
Quebec,2/13/2022,f,70–79,407833
Quebec,2/13/2022,f,80+,255432
Quebec,2/13/2022,f,All ages,3744331
Quebec,2/13/2022,f,Not reported,0
Quebec,2/13/2022,f,Unknown,0
Quebec,2/13/2022,m,0–4,96
Quebec,2/13/2022,m,05–11,207115
Quebec,2/13/2022,m,12–17,247785
Quebec,2/13/2022,m,18–29,540123
Quebec,2/13/2022,m,30–39,499828
Quebec,2/13/2022,m,40–49,514187
Quebec,2/13/2022,m,50–59,525844
Quebec,2/13/2022,m,60–69,550989
Quebec,2/13/2022,m,70–79,367615
Quebec,2/13/2022,m,80+,168447
Quebec,2/13/2022,m,All ages,3622029
Quebec,2/13/2022,m,Not reported,0
Quebec,2/13/2022,m,Unknown,0
Quebec,2/13/2022,Other,0–4,0
Quebec,2/13/2022,Other,05–11,0
Quebec,2/13/2022,Other,12–17,0
Quebec,2/13/2022,Other,18–29,0
Quebec,2/13/2022,Other,30–39,0
Quebec,2/13/2022,Other,40–49,0
Quebec,2/13/2022,Other,50–59,0
Quebec,2/13/2022,Other,60–69,0
Quebec,2/13/2022,Other,70–79,0
Quebec,2/13/2022,Other,80+,0
Quebec,2/13/2022,Other,All ages,0
Quebec,2/13/2022,Other,Not reported,0
Quebec,2/13/2022,Other,Unknown,0
Quebec,2/13/2022,Unknown,0–4,0
Quebec,2/13/2022,Unknown,05–11,160
Quebec,2/13/2022,Unknown,12–17,116
Quebec,2/13/2022,Unknown,18–29,706
Quebec,2/13/2022,Unknown,30–39,429
Quebec,2/13/2022,Unknown,40–49,318
Quebec,2/13/2022,Unknown,50–59,221
Quebec,2/13/2022,Unknown,60–69,219
Quebec,2/13/2022,Unknown,70–79,146
Quebec,2/13/2022,Unknown,80+,50
Quebec,2/13/2022,Unknown,All ages,2365
Quebec,2/13/2022,Unknown,Not reported,0
Quebec,2/13/2022,Unknown,Unknown,0
Quebec,2/13/2022,Not reported,0–4,0
Quebec,2/13/2022,Not reported,05–11,0
Quebec,2/13/2022,Not reported,12–17,0
Quebec,2/13/2022,Not reported,18–29,0
Quebec,2/13/2022,Not reported,30–39,0
Quebec,2/13/2022,Not reported,40–49,0
Quebec,2/13/2022,Not reported,50–59,0
Quebec,2/13/2022,Not reported,60–69,0
Quebec,2/13/2022,Not reported,70–79,0
Quebec,2/13/2022,Not reported,80+,0
Quebec,2/13/2022,Not reported,All ages,0
Quebec,2/13/2022,Not reported,Not reported,0
Quebec,2/13/2022,Not reported,Unknown,0
Ontario,2/13/2022,All sexes,0–4,0
Ontario,2/13/2022,All sexes,05–11,586678
Ontario,2/13/2022,All sexes,12–17,833711
Ontario,2/13/2022,All sexes,18–29,2184652
Ontario,2/13/2022,All sexes,30–39,1835998
Ontario,2/13/2022,All sexes,40–49,1676591
Ontario,2/13/2022,All sexes,50–59,1848194
Ontario,2/13/2022,All sexes,60–69,1715732
Ontario,2/13/2022,All sexes,70–79,1130997
Ontario,2/13/2022,All sexes,80+,641546
Ontario,2/13/2022,All sexes,All ages,12457832
Ontario,2/13/2022,All sexes,Not reported,0
Ontario,2/13/2022,All sexes,Unknown,3733
Ontario,2/13/2022,f,0–4,0
Ontario,2/13/2022,f,05–11,285852
Ontario,2/13/2022,f,12–17,407109
Ontario,2/13/2022,f,18–29,1063447
Ontario,2/13/2022,f,30–39,921899
Ontario,2/13/2022,f,40–49,863908
Ontario,2/13/2022,f,50–59,945364
Ontario,2/13/2022,f,60–69,888187
Ontario,2/13/2022,f,70–79,599711
Ontario,2/13/2022,f,80+,377502
Ontario,2/13/2022,f,All ages,6354489
Ontario,2/13/2022,f,Not reported,0
Ontario,2/13/2022,f,Unknown,1510
Ontario,2/13/2022,m,0–4,0
Ontario,2/13/2022,m,05–11,299945
Ontario,2/13/2022,m,12–17,424933
Ontario,2/13/2022,m,18–29,1114158
Ontario,2/13/2022,m,30–39,909693
Ontario,2/13/2022,m,40–49,809885
Ontario,2/13/2022,m,50–59,900293
Ontario,2/13/2022,m,60–69,825738
Ontario,2/13/2022,m,70–79,530179
Ontario,2/13/2022,m,80+,261518
Ontario,2/13/2022,m,All ages,6077886
Ontario,2/13/2022,m,Not reported,0
Ontario,2/13/2022,m,Unknown,1544
Ontario,2/13/2022,Other,0–4,0
Ontario,2/13/2022,Other,05–11,142
Ontario,2/13/2022,Other,12–17,873
Ontario,2/13/2022,Other,18–29,2791
Ontario,2/13/2022,Other,30–39,1239
Ontario,2/13/2022,Other,40–49,490
Ontario,2/13/2022,Other,50–59,330
Ontario,2/13/2022,Other,60–69,253
Ontario,2/13/2022,Other,70–79,182
Ontario,2/13/2022,Other,80+,141
Ontario,2/13/2022,Other,All ages,6445
Ontario,2/13/2022,Other,Not reported,0
Ontario,2/13/2022,Other,Unknown,4
Ontario,2/13/2022,Unknown,0–4,0
Ontario,2/13/2022,Unknown,05–11,739
Ontario,2/13/2022,Unknown,12–17,796
Ontario,2/13/2022,Unknown,18–29,4256
Ontario,2/13/2022,Unknown,30–39,3167
Ontario,2/13/2022,Unknown,40–49,2308
Ontario,2/13/2022,Unknown,50–59,2207
Ontario,2/13/2022,Unknown,60–69,1554
Ontario,2/13/2022,Unknown,70–79,925
Ontario,2/13/2022,Unknown,80+,2385
Ontario,2/13/2022,Unknown,All ages,19012
Ontario,2/13/2022,Unknown,Not reported,0
Ontario,2/13/2022,Unknown,Unknown,675
Ontario,2/13/2022,Not reported,0–4,0
Ontario,2/13/2022,Not reported,05–11,0
Ontario,2/13/2022,Not reported,12–17,0
Ontario,2/13/2022,Not reported,18–29,0
Ontario,2/13/2022,Not reported,30–39,0
Ontario,2/13/2022,Not reported,40–49,0
Ontario,2/13/2022,Not reported,50–59,0
Ontario,2/13/2022,Not reported,60–69,0
Ontario,2/13/2022,Not reported,70–79,0
Ontario,2/13/2022,Not reported,80+,0
Ontario,2/13/2022,Not reported,All ages,0
Ontario,2/13/2022,Not reported,Not reported,0
Ontario,2/13/2022,Not reported,Unknown,0
Manitoba,2/13/2022,All sexes,0–4,0
Manitoba,2/13/2022,All sexes,05–11,73201
Manitoba,2/13/2022,All sexes,12–17,86578
Manitoba,2/13/2022,All sexes,18–29,204879
Manitoba,2/13/2022,All sexes,30–39,169495
Manitoba,2/13/2022,All sexes,40–49,154108
Manitoba,2/13/2022,All sexes,50–59,152708
Manitoba,2/13/2022,All sexes,60–69,150382
Manitoba,2/13/2022,All sexes,70–79,98259
Manitoba,2/13/2022,All sexes,80+,57946
Manitoba,2/13/2022,All sexes,All ages,1147621
Manitoba,2/13/2022,All sexes,Not reported,0
Manitoba,2/13/2022,All sexes,Unknown,65
Manitoba,2/13/2022,f,0–4,0
Manitoba,2/13/2022,f,05–11,35722
Manitoba,2/13/2022,f,12–17,42638
Manitoba,2/13/2022,f,18–29,98483
Manitoba,2/13/2022,f,30–39,84846
Manitoba,2/13/2022,f,40–49,77539
Manitoba,2/13/2022,f,50–59,77176
Manitoba,2/13/2022,f,60–69,76642
Manitoba,2/13/2022,f,70–79,51983
Manitoba,2/13/2022,f,80+,34877
Manitoba,2/13/2022,f,All ages,579923
Manitoba,2/13/2022,f,Not reported,0
Manitoba,2/13/2022,f,Unknown,17
Manitoba,2/13/2022,m,0–4,0
Manitoba,2/13/2022,m,05–11,37463
Manitoba,2/13/2022,m,12–17,43837
Manitoba,2/13/2022,m,18–29,105313
Manitoba,2/13/2022,m,30–39,84218
Manitoba,2/13/2022,m,40–49,76366
Manitoba,2/13/2022,m,50–59,75430
Manitoba,2/13/2022,m,60–69,73649
Manitoba,2/13/2022,m,70–79,46233
Manitoba,2/13/2022,m,80+,23064
Manitoba,2/13/2022,m,All ages,565608
Manitoba,2/13/2022,m,Not reported,0
Manitoba,2/13/2022,m,Unknown,35
Manitoba,2/13/2022,Other,0–4,0
Manitoba,2/13/2022,Other,05–11,0
Manitoba,2/13/2022,Other,12–17,0
Manitoba,2/13/2022,Other,18–29,0
Manitoba,2/13/2022,Other,30–39,0
Manitoba,2/13/2022,Other,40–49,0
Manitoba,2/13/2022,Other,50–59,0
Manitoba,2/13/2022,Other,60–69,0
Manitoba,2/13/2022,Other,70–79,0
Manitoba,2/13/2022,Other,80+,0
Manitoba,2/13/2022,Other,All ages,0
Manitoba,2/13/2022,Other,Not reported,0
Manitoba,2/13/2022,Other,Unknown,0
Manitoba,2/13/2022,Unknown,0–4,0
Manitoba,2/13/2022,Unknown,05–11,16
Manitoba,2/13/2022,Unknown,12–17,103
Manitoba,2/13/2022,Unknown,18–29,1083
Manitoba,2/13/2022,Unknown,30–39,431
Manitoba,2/13/2022,Unknown,40–49,203
Manitoba,2/13/2022,Unknown,50–59,102
Manitoba,2/13/2022,Unknown,60–69,91
Manitoba,2/13/2022,Unknown,70–79,43
Manitoba,2/13/2022,Unknown,80+,5
Manitoba,2/13/2022,Unknown,All ages,2090
Manitoba,2/13/2022,Unknown,Not reported,0
Manitoba,2/13/2022,Unknown,Unknown,13
Manitoba,2/13/2022,Not reported,0–4,0
Manitoba,2/13/2022,Not reported,05–11,0
Manitoba,2/13/2022,Not reported,12–17,0
Manitoba,2/13/2022,Not reported,18–29,0
Manitoba,2/13/2022,Not reported,30–39,0
Manitoba,2/13/2022,Not reported,40–49,0
Manitoba,2/13/2022,Not reported,50–59,0
Manitoba,2/13/2022,Not reported,60–69,0
Manitoba,2/13/2022,Not reported,70–79,0
Manitoba,2/13/2022,Not reported,80+,0
Manitoba,2/13/2022,Not reported,All ages,0
Manitoba,2/13/2022,Not reported,Not reported,0
Manitoba,2/13/2022,Not reported,Unknown,0
Saskatchewan,2/13/2022,All sexes,0–4,22
Saskatchewan,2/13/2022,All sexes,05–11,61831
Saskatchewan,2/13/2022,All sexes,12–17,75753
Saskatchewan,2/13/2022,All sexes,18–29,155459
Saskatchewan,2/13/2022,All sexes,30–39,146288
Saskatchewan,2/13/2022,All sexes,40–49,128921
Saskatchewan,2/13/2022,All sexes,50–59,124252
Saskatchewan,2/13/2022,All sexes,60–69,128979
Saskatchewan,2/13/2022,All sexes,70–79,78328
Saskatchewan,2/13/2022,All sexes,80+,50848
Saskatchewan,2/13/2022,All sexes,All ages,950828
Saskatchewan,2/13/2022,All sexes,Not reported,0
Saskatchewan,2/13/2022,All sexes,Unknown,147
Saskatchewan,2/13/2022,f,0–4,11
Saskatchewan,2/13/2022,f,05–11,30166
Saskatchewan,2/13/2022,f,12–17,37362
Saskatchewan,2/13/2022,f,18–29,76162
Saskatchewan,2/13/2022,f,30–39,73211
Saskatchewan,2/13/2022,f,40–49,64000
Saskatchewan,2/13/2022,f,50–59,62659
Saskatchewan,2/13/2022,f,60–69,64893
Saskatchewan,2/13/2022,f,70–79,40402
Saskatchewan,2/13/2022,f,80+,30405
Saskatchewan,2/13/2022,f,All ages,479290
Saskatchewan,2/13/2022,f,Not reported,0
Saskatchewan,2/13/2022,f,Unknown,19
Saskatchewan,2/13/2022,m,0–4,11
Saskatchewan,2/13/2022,m,05–11,31584
Saskatchewan,2/13/2022,m,12–17,38315
Saskatchewan,2/13/2022,m,18–29,79027
Saskatchewan,2/13/2022,m,30–39,72777
Saskatchewan,2/13/2022,m,40–49,64701
Saskatchewan,2/13/2022,m,50–59,61352
Saskatchewan,2/13/2022,m,60–69,63867
Saskatchewan,2/13/2022,m,70–79,37830
Saskatchewan,2/13/2022,m,80+,20415
Saskatchewan,2/13/2022,m,All ages,469897
Saskatchewan,2/13/2022,m,Not reported,0
Saskatchewan,2/13/2022,m,Unknown,18
Saskatchewan,2/13/2022,Other,0–4,0
Saskatchewan,2/13/2022,Other,05–11,0
Saskatchewan,2/13/2022,Other,12–17,5
Saskatchewan,2/13/2022,Other,18–29,0
Saskatchewan,2/13/2022,Other,30–39,0
Saskatchewan,2/13/2022,Other,40–49,0
Saskatchewan,2/13/2022,Other,50–59,0
Saskatchewan,2/13/2022,Other,60–69,0
Saskatchewan,2/13/2022,Other,70–79,0
Saskatchewan,2/13/2022,Other,80+,0
Saskatchewan,2/13/2022,Other,All ages,5
Saskatchewan,2/13/2022,Other,Not reported,0
Saskatchewan,2/13/2022,Other,Unknown,0
Saskatchewan,2/13/2022,Unknown,0–4,0
Saskatchewan,2/13/2022,Unknown,05–11,81
Saskatchewan,2/13/2022,Unknown,12–17,71
Saskatchewan,2/13/2022,Unknown,18–29,270
Saskatchewan,2/13/2022,Unknown,30–39,300
Saskatchewan,2/13/2022,Unknown,40–49,220
Saskatchewan,2/13/2022,Unknown,50–59,241
Saskatchewan,2/13/2022,Unknown,60–69,219
Saskatchewan,2/13/2022,Unknown,70–79,96
Saskatchewan,2/13/2022,Unknown,80+,28
Saskatchewan,2/13/2022,Unknown,All ages,1636
Saskatchewan,2/13/2022,Unknown,Not reported,0
Saskatchewan,2/13/2022,Unknown,Unknown,110
Saskatchewan,2/13/2022,Not reported,0–4,0
Saskatchewan,2/13/2022,Not reported,05–11,0
Saskatchewan,2/13/2022,Not reported,12–17,0
Saskatchewan,2/13/2022,Not reported,18–29,0
Saskatchewan,2/13/2022,Not reported,30–39,0
Saskatchewan,2/13/2022,Not reported,40–49,0
Saskatchewan,2/13/2022,Not reported,50–59,0
Saskatchewan,2/13/2022,Not reported,60–69,0
Saskatchewan,2/13/2022,Not reported,70–79,0
Saskatchewan,2/13/2022,Not reported,80+,0
Saskatchewan,2/13/2022,Not reported,All ages,0
Saskatchewan,2/13/2022,Not reported,Not reported,0
Saskatchewan,2/13/2022,Not reported,Unknown,0
Alberta,2/13/2022,All sexes,0–4,0
Alberta,2/13/2022,All sexes,05–11,176352
Alberta,2/13/2022,All sexes,12–17,266564
Alberta,2/13/2022,All sexes,18–29,586492
Alberta,2/13/2022,All sexes,30–39,607360
Alberta,2/13/2022,All sexes,40–49,541659
Alberta,2/13/2022,All sexes,50–59,493456
Alberta,2/13/2022,All sexes,60–69,457529
Alberta,2/13/2022,All sexes,70–79,263794
Alberta,2/13/2022,All sexes,80+,141340
Alberta,2/13/2022,All sexes,All ages,3535101
Alberta,2/13/2022,All sexes,Not reported,0
Alberta,2/13/2022,All sexes,Unknown,555
Alberta,2/13/2022,f,0–4,0
Alberta,2/13/2022,f,05–11,86249
Alberta,2/13/2022,f,12–17,131012
Alberta,2/13/2022,f,18–29,290459
Alberta,2/13/2022,f,30–39,304818
Alberta,2/13/2022,f,40–49,269343
Alberta,2/13/2022,f,50–59,246800
Alberta,2/13/2022,f,60–69,231721
Alberta,2/13/2022,f,70–79,137032
Alberta,2/13/2022,f,80+,82379
Alberta,2/13/2022,f,All ages,1780075
Alberta,2/13/2022,f,Not reported,0
Alberta,2/13/2022,f,Unknown,262
Alberta,2/13/2022,m,0–4,0
Alberta,2/13/2022,m,05–11,90098
Alberta,2/13/2022,m,12–17,135498
Alberta,2/13/2022,m,18–29,295901
Alberta,2/13/2022,m,30–39,302484
Alberta,2/13/2022,m,40–49,272289
Alberta,2/13/2022,m,50–59,246635
Alberta,2/13/2022,m,60–69,225798
Alberta,2/13/2022,m,70–79,126751
Alberta,2/13/2022,m,80+,58945
Alberta,2/13/2022,m,All ages,1754691
Alberta,2/13/2022,m,Not reported,0
Alberta,2/13/2022,m,Unknown,292
Alberta,2/13/2022,Other,0–4,0
Alberta,2/13/2022,Other,05–11,0
Alberta,2/13/2022,Other,12–17,0
Alberta,2/13/2022,Other,18–29,0
Alberta,2/13/2022,Other,30–39,0
Alberta,2/13/2022,Other,40–49,0
Alberta,2/13/2022,Other,50–59,0
Alberta,2/13/2022,Other,60–69,0
Alberta,2/13/2022,Other,70–79,0
Alberta,2/13/2022,Other,80+,0
Alberta,2/13/2022,Other,All ages,0
Alberta,2/13/2022,Other,Not reported,0
Alberta,2/13/2022,Other,Unknown,0
Alberta,2/13/2022,Unknown,0–4,0
Alberta,2/13/2022,Unknown,05–11,5
Alberta,2/13/2022,Unknown,12–17,54
Alberta,2/13/2022,Unknown,18–29,132
Alberta,2/13/2022,Unknown,30–39,58
Alberta,2/13/2022,Unknown,40–49,27
Alberta,2/13/2022,Unknown,50–59,21
Alberta,2/13/2022,Unknown,60–69,10
Alberta,2/13/2022,Unknown,70–79,11
Alberta,2/13/2022,Unknown,80+,16
